frame,nose_x,nose_y,left_eye_inner_x,left_eye_inner_y,left_eye_x,left_eye_y,left_eye_outer_x,left_eye_outer_y,right_eye_inner_x,right_eye_inner_y,right_eye_x,right_eye_y,right_eye_outer_x,right_eye_outer_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_pinky_x,left_pinky_y,right_pinky_x,right_pinky_y,left_index_x,left_index_y,right_index_x,right_index_y,left_thumb_x,left_thumb_y,right_thumb_x,right_thumb_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,left_heel_x,left_heel_y,right_heel_x,right_heel_y,left_foot_index_x,left_foot_index_y,right_foot_index_x,right_foot_index_y
1,0.38484933972358704,0.6582942008972168,0.383853554725647,0.6555453538894653,0.38403084874153137,0.6546178460121155,0.384206622838974,0.6536955237388611,0.3831873834133148,0.6580823659896851,0.38288477063179016,0.6589052677154541,0.3825846016407013,0.6597245335578918,0.383999228477478,0.6522780060768127,0.3818664252758026,0.6609058380126953,0.38594114780426025,0.6578493714332581,0.38514041900634766,0.6606121063232422,0.3888598382472992,0.6487092971801758,0.3834865987300873,0.6694145798683167,0.3979039192199707,0.6450175046920776,0.3870789110660553,0.6663824319839478,0.40006598830223083,0.6444041728973389,0.3814471960067749,0.6565390229225159,0.4007054269313812,0.6431370973587036,0.37945523858070374,0.6541721820831299,0.3993433117866516,0.6440741419792175,0.37919312715530396,0.6547430157661438,0.3989390730857849,0.6448671817779541,0.38019341230392456,0.6546444296836853,0.40494459867477417,0.6550250053405762,0.40166884660720825,0.6675745844841003,0.4058467447757721,0.6470984220504761,0.3976927697658539,0.6864485740661621,0.4062437415122986,0.6546342968940735,0.3952953815460205,0.7068911194801331,0.4055803716182709,0.6566885709762573,0.39595460891723633,0.7087507843971252,0.40791043639183044,0.6546361446380615,0.3926689326763153,0.7164551615715027
2,0.4204244613647461,0.6188221573829651,0.4241979718208313,0.621356725692749,0.42458897829055786,0.6224705576896667,0.4250315725803375,0.6234928965568542,0.4238709807395935,0.6194673180580139,0.42391258478164673,0.6197445392608643,0.42399874329566956,0.6198341250419617,0.4257825016975403,0.6310324668884277,0.4244045317173004,0.6262458562850952,0.41924190521240234,0.6255699992179871,0.41857844591140747,0.6239014267921448,0.4190616011619568,0.6563025116920471,0.4101758897304535,0.6541056632995605,0.4269198775291443,0.670691967010498,0.40903323888778687,0.6713817715644836,0.42592304944992065,0.6627980470657349,0.4142311215400696,0.6646761298179626,0.4280795454978943,0.6612021327018738,0.41698819398880005,0.6670074462890625,0.42661339044570923,0.659164547920227,0.41739654541015625,0.6623920202255249,0.4255358576774597,0.660865306854248,0.41551321744918823,0.6618286371231079,0.40860533714294434,0.7551103234291077,0.3983350992202759,0.7460991144180298,0.3900405168533325,0.7748633623123169,0.34944167733192444,0.7409235835075378,0.35137808322906494,0.7931810021400452,0.28948020935058594,0.7034288048744202,0.3450034260749817,0.7975889444351196,0.28277045488357544,0.7095503807067871,0.3441649079322815,0.7827643752098083,0.2805177867412567,0.6959500908851624
3,0.5548574328422546,0.7904331684112549,0.5562750697135925,0.7994864583015442,0.5559384822845459,0.7999873757362366,0.5556735992431641,0.800373911857605,0.5562072992324829,0.7994040846824646,0.5557247996330261,0.8000409603118896,0.5552398562431335,0.800657331943512,0.5515560507774353,0.8035879135131836,0.5512927770614624,0.8056899905204773,0.5501806735992432,0.7886135578155518,0.5501653552055359,0.7881027460098267,0.5257317423820496,0.7883425951004028,0.5227677822113037,0.7898505926132202,0.4889090657234192,0.7623336911201477,0.47943010926246643,0.7651922702789307,0.4663264751434326,0.7338268756866455,0.4576931893825531,0.7315040826797485,0.45855337381362915,0.7303297519683838,0.4517284035682678,0.722382128238678,0.4591575264930725,0.7295262813568115,0.4526687264442444,0.7195972204208374,0.46167606115341187,0.7300910949707031,0.45492273569107056,0.7235503196716309,0.44061002135276794,0.7249559760093689,0.4412929117679596,0.7197757959365845,0.3692581355571747,0.7139754295349121,0.3815751373767853,0.7090520858764648,0.32976987957954407,0.7611963748931885,0.34134143590927124,0.7421737909317017,0.32705947756767273,0.7771775126457214,0.33966779708862305,0.7502520084381104,0.2998434603214264,0.7621045708656311,0.31382977962493896,0.7392881512641907
4,0.37225958704948425,0.8457053303718567,0.3716275691986084,0.845219075679779,0.3709588050842285,0.8450736403465271,0.36871281266212463,0.8368498086929321,0.3736124634742737,0.846072793006897,0.373776376247406,0.8459433913230896,0.37386858463287354,0.8418295383453369,0.36604025959968567,0.8340777158737183,0.37808647751808167,0.8352444171905518,0.3707972466945648,0.8485527634620667,0.37213265895843506,0.8485003709793091,0.3541947305202484,0.8403711915016174,0.37615132331848145,0.8429673314094543,0.34452834725379944,0.8570454716682434,0.3709621727466583,0.822167694568634,0.34630444645881653,0.8918466567993164,0.3639700412750244,0.8189131021499634,0.34561634063720703,0.8994191288948059,0.36211517453193665,0.8213083148002625,0.34775060415267944,0.9002172946929932,0.3603796362876892,0.8192208409309387,0.34827449917793274,0.8966424465179443,0.361002653837204,0.8180765509605408,0.3525823950767517,0.8619473576545715,0.37142205238342285,0.8558136820793152,0.3592821955680847,0.9239485263824463,0.3816451132297516,0.9082539081573486,0.35374951362609863,0.9968653917312622,0.38612568378448486,0.970382034778595,0.3461553752422333,0.9852272272109985,0.3939141035079956,0.9845095872879028,0.3579857349395752,1.0165175199508667,0.40782785415649414,0.9790736436843872
5,0.3666754364967346,0.8378432989120483,0.365862637758255,0.8370545506477356,0.365117609500885,0.8372631669044495,0.36409804224967957,0.8356646299362183,0.3678748607635498,0.8345061540603638,0.3684707283973694,0.8338207602500916,0.3691752552986145,0.8328640460968018,0.3627045750617981,0.8342998027801514,0.3713188171386719,0.8328657150268555,0.3653983473777771,0.8398638367652893,0.3678300976753235,0.8385929465293884,0.35194283723831177,0.8406835794448853,0.37904679775238037,0.8483359217643738,0.3413828909397125,0.8723215460777283,0.37840214371681213,0.8740324974060059,0.3448854088783264,0.897750198841095,0.3742729127407074,0.9106848239898682,0.3437407612800598,0.9041587710380554,0.37379568815231323,0.9185693264007568,0.3453194499015808,0.9054007530212402,0.3709445893764496,0.9204642176628113,0.3463318347930908,0.9029772281646729,0.3710756003856659,0.9180727005004883,0.35367268323898315,0.89314204454422,0.37408995628356934,0.8920527100563049,0.35334277153015137,0.9408794045448303,0.3816676139831543,0.939965546131134,0.3427707850933075,0.9968365430831909,0.38774529099464417,0.9806795120239258,0.3436417579650879,1.0071382522583008,0.39135169982910156,0.9875550270080566,0.33875253796577454,1.0032851696014404,0.4049839377403259,0.9824539422988892
6,0.36662450432777405,0.8161177039146423,0.3657923638820648,0.8120992183685303,0.36506199836730957,0.8120720982551575,0.36420831084251404,0.8125377893447876,0.3678705394268036,0.8117632269859314,0.36854711174964905,0.811679482460022,0.3692649006843567,0.8118483424186707,0.3629973232746124,0.8158786296844482,0.37110990285873413,0.8152114152908325,0.3653661608695984,0.8195550441741943,0.36770227551460266,0.8191987872123718,0.3514813482761383,0.8387816548347473,0.37978124618530273,0.8409885764122009,0.3427918553352356,0.8727827072143555,0.38146013021469116,0.8714977502822876,0.34437328577041626,0.8989717364311218,0.37475818395614624,0.8922480940818787,0.3434496223926544,0.9051761031150818,0.3719724714756012,0.9002344012260437,0.3448902368545532,0.9056129455566406,0.3697344660758972,0.8991160988807678,0.3459945619106293,0.9034413695335388,0.3700297772884369,0.896512508392334,0.35627949237823486,0.8974772095680237,0.374995619058609,0.8964648842811584,0.3513807952404022,0.9416632652282715,0.38257238268852234,0.9492530226707458,0.3428965210914612,0.9817781448364258,0.38823145627975464,0.9850673079490662,0.3432600200176239,0.9907198548316956,0.3896745443344116,0.9891794919967651,0.34125396609306335,0.9859820604324341,0.39509016275405884,0.9882047772407532
7,0.365989089012146,0.8108698725700378,0.3650255799293518,0.8070889115333557,0.3643186688423157,0.8069888353347778,0.36358705163002014,0.8071459531784058,0.3670825660228729,0.8074058294296265,0.3678509593009949,0.8074678182601929,0.36866819858551025,0.8076422214508057,0.36266079545021057,0.8099170923233032,0.3703610301017761,0.8108747005462646,0.3648335337638855,0.8145319819450378,0.3669915795326233,0.815155565738678,0.35140717029571533,0.8363248109817505,0.38032686710357666,0.8378660678863525,0.34376761317253113,0.8733749389648438,0.38159114122390747,0.870904803276062,0.34458476305007935,0.899068295955658,0.3751068115234375,0.8884584903717041,0.3434927761554718,0.9058211445808411,0.3725320100784302,0.895284116268158,0.3450295925140381,0.9053412675857544,0.3697664141654968,0.8981667160987854,0.346091628074646,0.9031091332435608,0.36994096636772156,0.8955240249633789,0.3585527837276459,0.9063667058944702,0.3749527037143707,0.9060046672821045,0.3476889431476593,0.9558089971542358,0.38462090492248535,0.9570679664611816,0.34085601568222046,0.9884183406829834,0.38876914978027344,0.9944727420806885,0.34229204058647156,1.004738450050354,0.38923829793930054,0.9973552227020264,0.33845090866088867,0.9909036159515381,0.3897981643676758,0.9951263666152954
8,0.3661958873271942,0.8076155781745911,0.3651687502861023,0.8031879663467407,0.36438703536987305,0.8031461834907532,0.36357441544532776,0.8033138513565063,0.367422878742218,0.8035919070243835,0.3681935966014862,0.8037709593772888,0.3689802289009094,0.8040767908096313,0.3624672293663025,0.8062995076179504,0.370919406414032,0.8075845241546631,0.36489272117614746,0.8113507032394409,0.36720365285873413,0.8120086789131165,0.35093775391578674,0.8337257504463196,0.3812251687049866,0.8341256976127625,0.34441182017326355,0.871843695640564,0.3842422366142273,0.8722560405731201,0.34495776891708374,0.8993779420852661,0.37625911831855774,0.8871845006942749,0.3445008099079132,0.9068340063095093,0.37510591745376587,0.8947851657867432,0.34633272886276245,0.905133068561554,0.3716377019882202,0.8940423130989075,0.3473304808139801,0.9027751684188843,0.37175604701042175,0.8915889263153076,0.3588330149650574,0.9093700647354126,0.37591537833213806,0.9092710018157959,0.34849196672439575,0.9537765383720398,0.38641273975372314,0.9564861059188843,0.3411310911178589,0.988828182220459,0.38916900753974915,0.9979628920555115,0.3422553241252899,1.003468632698059,0.38972800970077515,1.0091586112976074,0.34003719687461853,0.9868420362472534,0.3896690905094147,0.9965823888778687
9,0.3663494884967804,0.805753767490387,0.3653060793876648,0.801995575428009,0.36448341608047485,0.8020325303077698,0.3636161684989929,0.8021276593208313,0.3676510751247406,0.8020350337028503,0.3684220314025879,0.8021305799484253,0.36918696761131287,0.8022937178611755,0.36242246627807617,0.8044418096542358,0.37123769521713257,0.8048429489135742,0.36493954062461853,0.8091793656349182,0.36739662289619446,0.8092442154884338,0.35091349482536316,0.832550585269928,0.3815023601055145,0.8330025672912598,0.34445875883102417,0.8716722130775452,0.3853817284107208,0.8715062737464905,0.344971626996994,0.8992735147476196,0.3776542544364929,0.8869847655296326,0.3447701632976532,0.9071342349052429,0.3753994107246399,0.8956594467163086,0.34650948643684387,0.9050644040107727,0.373164564371109,0.8922706842422485,0.34740906953811646,0.9026826024055481,0.3735373914241791,0.8885071873664856,0.3587947487831116,0.9086021184921265,0.37661466002464294,0.9090152382850647,0.349052369594574,0.9547372460365295,0.3865513503551483,0.9551971554756165,0.3410840630531311,0.9897928237915039,0.38915762305259705,0.9940699934959412,0.3420727550983429,1.0075316429138184,0.390428751707077,1.0091720819473267,0.33591586351394653,0.9915972352027893,0.3898527920246124,0.9942464232444763
10,0.3664316236972809,0.8049126267433167,0.3654266893863678,0.8009116053581238,0.36458247900009155,0.80096435546875,0.36368507146835327,0.8011086583137512,0.36780014634132385,0.8008079528808594,0.3685721755027771,0.8007872700691223,0.3693186938762665,0.8008430600166321,0.3623783588409424,0.8037915825843811,0.37140780687332153,0.803608775138855,0.3650047183036804,0.8084568381309509,0.3675101399421692,0.8086897134780884,0.35089007019996643,0.8317270278930664,0.3821207582950592,0.8315322995185852,0.3444802165031433,0.8709771037101746,0.3858489692211151,0.8703659772872925,0.34495168924331665,0.8992520570755005,0.37846821546554565,0.887448787689209,0.3447718620300293,0.906956672668457,0.376941055059433,0.8983185887336731,0.34653759002685547,0.9041239619255066,0.374750018119812,0.8964793682098389,0.3474084734916687,0.9013035893440247,0.37495261430740356,0.8931838274002075,0.35933318734169006,0.9066812992095947,0.3774019777774811,0.9065492153167725,0.3495417833328247,0.9533032774925232,0.38624581694602966,0.9504179954528809,0.34092995524406433,0.9913983941078186,0.389232337474823,0.9920123815536499,0.34219375252723694,1.0056109428405762,0.3905213177204132,1.0051019191741943,0.3357762396335602,0.9936495423316956,0.3893333971500397,0.9932634234428406
