frame,nose_x,nose_y,left_eye_inner_x,left_eye_inner_y,left_eye_x,left_eye_y,left_eye_outer_x,left_eye_outer_y,right_eye_inner_x,right_eye_inner_y,right_eye_x,right_eye_y,right_eye_outer_x,right_eye_outer_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,mouth_left_x,mouth_left_y,mouth_right_x,mouth_right_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_pinky_x,left_pinky_y,right_pinky_x,right_pinky_y,left_index_x,left_index_y,right_index_x,right_index_y,left_thumb_x,left_thumb_y,right_thumb_x,right_thumb_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,left_heel_x,left_heel_y,right_heel_x,right_heel_y,left_foot_index_x,left_foot_index_y,right_foot_index_x,right_foot_index_y,com_x,com_y,glove_hand_velocity,stick_hand_velocity,center_of_mass_velocity,leg_extension_angle,glove_hand_angle,posture_angle
1,0.45717278122901917,0.4752931296825409,0.46458131074905396,0.4535255432128906,0.46746835112571716,0.45317426323890686,0.4711450934410095,0.4526510536670685,0.4534080922603607,0.4558117687702179,0.4496101438999176,0.45383426547050476,0.4458499550819397,0.4518754780292511,0.47130927443504333,0.44620123505592346,0.43534213304519653,0.4373343288898468,0.4600185751914978,0.477478951215744,0.44640105962753296,0.47714465856552124,0.4787692129611969,0.4644674062728882,0.39266616106033325,0.46408987045288086,0.4928160309791565,0.5409801602363586,0.3666832149028778,0.5544759631156921,0.4558575749397278,0.5593013763427734,0.38557133078575134,0.6103057861328125,0.4475056529045105,0.5717030167579651,0.38845065236091614,0.6312184929847717,0.4429263174533844,0.561733067035675,0.39394640922546387,0.6229432821273804,0.44389286637306213,0.5581673383712769,0.3946463167667389,0.6138263940811157,0.4528714120388031,0.6226577162742615,0.40099912881851196,0.6351693272590637,0.4634473919868469,0.6976088881492615,0.38742342591285706,0.7126284837722778,0.4725911021232605,0.782697319984436,0.4727650284767151,0.8047740459442139,0.4717496931552887,0.7795916199684143,0.4826017916202545,0.802616536617279,0.48703399300575256,0.8580676317214966,0.5022053718566895,0.8597930669784546,0.4313264787197113,0.5465960800647736,0.0,0.0,0.0,178.10184721522813,145.27035090932202,162.6707264404234
2,0.46168678998947144,0.2886096239089966,0.465354859828949,0.27503344416618347,0.46778640151023865,0.27492353320121765,0.47074922919273376,0.2746318578720093,0.4581035077571869,0.2722787857055664,0.4554995596408844,0.26827001571655273,0.45281100273132324,0.2665257751941681,0.47378024458885193,0.2689991593360901,0.44945138692855835,0.26115044951438904,0.46488720178604126,0.2980153560638428,0.4571710228919983,0.29178571701049805,0.4901168942451477,0.2983947992324829,0.4286603331565857,0.29286935925483704,0.5169768929481506,0.34275388717651367,0.4094371199607849,0.3391880393028259,0.5179495215415955,0.36870673298835754,0.40914687514305115,0.35323259234428406,0.5165598392486572,0.37983229756355286,0.40614256262779236,0.36298316717147827,0.5123897790908813,0.3802717328071594,0.4103723466396332,0.3569011986255646,0.5114350318908691,0.3740452527999878,0.4123069643974304,0.35613468289375305,0.4888569712638855,0.4313408434391022,0.45434778928756714,0.4282478392124176,0.5097343325614929,0.5100300312042236,0.42835015058517456,0.3808712065219879,0.5104550719261169,0.4982661008834839,0.42218154668807983,0.49638086557388306,0.5085792541503906,0.4913312792778015,0.42646321654319763,0.5099791884422302,0.5209938287734985,0.5184570550918579,0.4022098183631897,0.520542562007904,0.4654954969882965,0.36271321028470993,6.189457526902837,4.806085232924945,4.484249269909267,18.36500007982604,158.6444422977805,164.59797857773498
3,0.45372676849365234,0.28809013962745667,0.45777806639671326,0.27502915263175964,0.4602354168891907,0.274914026260376,0.46290260553359985,0.274624764919281,0.4516889452934265,0.27289965748786926,0.4500804841518402,0.2711009979248047,0.4485154151916504,0.26970162987709045,0.4676744341850281,0.27065038681030273,0.4467598795890808,0.26828449964523315,0.45825156569480896,0.29729926586151123,0.4520784318447113,0.29255667328834534,0.4838206171989441,0.30666765570640564,0.42697644233703613,0.2934441566467285,0.5159783363342285,0.3640170991420746,0.40138810873031616,0.32723188400268555,0.5185717344284058,0.3806890845298767,0.3833101987838745,0.33367589116096497,0.5223532319068909,0.3835442066192627,0.3741389214992523,0.33534905314445496,0.5177303552627563,0.3812621235847473,0.37891823053359985,0.3349027931690216,0.5148657560348511,0.3807377815246582,0.3832343518733978,0.3383670747280121,0.4804883897304535,0.4293528199195862,0.44590893387794495,0.4173761010169983,0.509734570980072,0.5091273188591003,0.41043782234191895,0.3857390880584717,0.5178739428520203,0.5101197361946106,0.418096125125885,0.49641621112823486,0.5160289406776428,0.510669469833374,0.4252685010433197,0.5106500387191772,0.5291712880134583,0.5227575302124023,0.3971496820449829,0.5218912959098816,0.45929859578609467,0.36171018332242966,0.776911382294795,0.2876762188590661,0.15051071527144758,117.08512103109645,146.7565956721269,158.31070873730755
4,0.4472287595272064,0.2712607681751251,0.4509102404117584,0.26279738545417786,0.45290130376815796,0.26312771439552307,0.4548409879207611,0.26335591077804565,0.4457620680332184,0.2608763873577118,0.444141149520874,0.2601083815097809,0.4425104558467865,0.2589154839515686,0.4581429958343506,0.26387593150138855,0.4405699372291565,0.2572820782661438,0.44984036684036255,0.2794211506843567,0.4446566104888916,0.27727583050727844,0.4757261872291565,0.3035234808921814,0.42150044441223145,0.29130199551582336,0.5079535841941833,0.3337671458721161,0.3883197009563446,0.3107779324054718,0.5082940459251404,0.3647769093513489,0.3728415369987488,0.3279072344303131,0.5031648278236389,0.3726895749568939,0.3648090660572052,0.33409687876701355,0.4955540597438812,0.3652357757091522,0.37134647369384766,0.3307742178440094,0.4949261546134949,0.36385539174079895,0.3744392991065979,0.3322616219520569,0.46747907996177673,0.4258958101272583,0.43423551321029663,0.41302070021629333,0.504088282585144,0.5028841495513916,0.40087398886680603,0.3903268277645111,0.5167360305786133,0.5098229050636292,0.41124019026756287,0.49717724323272705,0.516721248626709,0.5192742943763733,0.4199478030204773,0.5110514163970947,0.5357866883277893,0.52476567029953,0.3895672559738159,0.5220636129379272,0.4497353062033653,0.3584354966878891,0.28658147409732626,0.4541720954389073,0.242359631691144,144.18171711606226,162.51264526699038,150.71261865206085
5,0.4401765465736389,0.27524158358573914,0.443563312292099,0.2650987207889557,0.44589510560035706,0.2651810646057129,0.4483446478843689,0.26507624983787537,0.43777996301651,0.2625487446784973,0.4359244704246521,0.2610766887664795,0.4339406490325928,0.26061612367630005,0.4526037275791168,0.26403146982192993,0.4315236210823059,0.2576499581336975,0.4435712397098541,0.28295841813087463,0.43795156478881836,0.28041309118270874,0.4702329635620117,0.3032788336277008,0.4139859080314636,0.2872369885444641,0.4934427738189697,0.3423227071762085,0.3816376328468323,0.303602397441864,0.49879980087280273,0.3506228029727936,0.3702975809574127,0.31506627798080444,0.49935904145240784,0.3509581983089447,0.3622686564922333,0.32555076479911804,0.48656973242759705,0.3472781181335449,0.3682255148887634,0.32402029633522034,0.48609256744384766,0.34735822677612305,0.3712789714336395,0.3253139853477478,0.46338582038879395,0.42064186930656433,0.42609405517578125,0.40491026639938354,0.500221848487854,0.4841853976249695,0.3960561156272888,0.3916648030281067,0.5092906951904297,0.5091325044631958,0.4042662978172302,0.4988081753253937,0.5101915597915649,0.5249933004379272,0.412069171667099,0.5140480995178223,0.5326094627380371,0.5267416834831238,0.3811725080013275,0.5233098864555359,0.44342468678951263,0.3540169894695282,0.3138587688262187,0.4086343266173835,0.184704297789723,169.87660405895787,161.52431457974828,146.56029469547582
6,0.4372435212135315,0.2660207450389862,0.44063854217529297,0.25779715180397034,0.442556232213974,0.2582313120365143,0.4444059431552887,0.25860628485679626,0.43512701988220215,0.255783349275589,0.4332837164402008,0.2550160586833954,0.4313727915287018,0.2543022036552429,0.44653430581092834,0.26018115878105164,0.42852601408958435,0.25329315662384033,0.4390125870704651,0.274161696434021,0.43383631110191345,0.2722780108451843,0.4617672860622406,0.30293771624565125,0.4075760841369629,0.28635358810424805,0.4826676845550537,0.35102126002311707,0.3766591548919678,0.3070271909236908,0.48813310265541077,0.3502161502838135,0.3610294461250305,0.32327941060066223,0.4934186041355133,0.3512740135192871,0.3543826937675476,0.33143097162246704,0.489632785320282,0.3440329134464264,0.3603915870189667,0.3288028836250305,0.4851076006889343,0.34669846296310425,0.3629438281059265,0.3296126425266266,0.45286163687705994,0.4187704622745514,0.4167536795139313,0.40864941477775574,0.49380165338516235,0.4835021495819092,0.39128339290618896,0.4040822684764862,0.5059409737586975,0.5095288753509521,0.3944314420223236,0.4979498088359833,0.5081731081008911,0.5243545770645142,0.39968031644821167,0.5120576620101929,0.5326078534126282,0.5281290411949158,0.37549927830696106,0.5235369205474854,0.4347396716475487,0.3541777953505516,0.29690980197400674,0.25593079553456205,0.208267821003036,172.69357100236434,167.65135803716078,143.29193974597285
7,0.43331465125083923,0.26628464460372925,0.436502069234848,0.25674304366111755,0.4385831356048584,0.25683581829071045,0.4405837059020996,0.2568216919898987,0.43052202463150024,0.2550846040248871,0.4285183846950531,0.25421252846717834,0.4264386296272278,0.2532828450202942,0.4430046081542969,0.25649166107177734,0.42253074049949646,0.25240832567214966,0.43535953760147095,0.2743555009365082,0.42948848009109497,0.2732265293598175,0.45819345116615295,0.30285805463790894,0.402321994304657,0.2852945625782013,0.477006733417511,0.3506326377391815,0.3741338849067688,0.3117366433143616,0.4798010289669037,0.3535881042480469,0.36285918951034546,0.33988529443740845,0.4826277792453766,0.3569234311580658,0.35632771253585815,0.3487165570259094,0.47792959213256836,0.3518609404563904,0.36318761110305786,0.34705713391304016,0.4761902689933777,0.35149359703063965,0.366748183965683,0.34618890285491943,0.4457894265651703,0.40248405933380127,0.40928134322166443,0.39446738362312317,0.4776686131954193,0.4684911370277405,0.38901495933532715,0.4404793679714203,0.501541018486023,0.5095277428627014,0.3832044005393982,0.5023359656333923,0.5008440613746643,0.5202948451042175,0.38740965723991394,0.5160658359527588,0.5171505212783813,0.5275806784629822,0.36619943380355835,0.5257680416107178,0.42889655381441116,0.34627601504325867,0.4005527153606498,0.2155090159710361,0.23562486574070152,175.59093519928567,154.99753743343,147.12388837330124
8,0.429413378238678,0.2585625648498535,0.4321175515651703,0.25071072578430176,0.4338448643684387,0.2509702742099762,0.4354700446128845,0.2512623965740204,0.4267086982727051,0.24977503716945648,0.42476195096969604,0.249483123421669,0.4228060841560364,0.24917219579219818,0.4375489354133606,0.25396549701690674,0.4193921983242035,0.2510209083557129,0.4312472343444824,0.26681289076805115,0.42567962408065796,0.26678207516670227,0.45303040742874146,0.3027009963989258,0.39845407009124756,0.28571411967277527,0.4711683392524719,0.3504306972026825,0.37606099247932434,0.32269060611724854,0.4736219048500061,0.3552567958831787,0.3694947063922882,0.3668479025363922,0.4763855040073395,0.3594193756580353,0.36447808146476746,0.37775012850761414,0.47658079862594604,0.3549323081970215,0.3695605397224426,0.37696731090545654,0.47393617033958435,0.3541276156902313,0.37256884574890137,0.3739677965641022,0.4389585554599762,0.4050958454608917,0.40337929129600525,0.3999713361263275,0.47074562311172485,0.4729434549808502,0.38605377078056335,0.46957898139953613,0.4765271544456482,0.5101576447486877,0.3862079381942749,0.5063297748565674,0.4733974039554596,0.5178967118263245,0.38857129216194153,0.5154314041137695,0.4875361919403076,0.5355843901634216,0.37494438886642456,0.5338618159294128,0.4234555810689926,0.34837057441473007,0.6657448614459573,0.15345799150398823,0.13978528503888676,163.72736591986302,157.25879757684518,147.07159874194684
9,0.4276426434516907,0.26190075278282166,0.4293670058250427,0.2526998519897461,0.4306460916996002,0.25266820192337036,0.4318943917751312,0.252693235874176,0.4251083433628082,0.2522639036178589,0.42331624031066895,0.2518085539340973,0.4213673174381256,0.25138720870018005,0.43283993005752563,0.2542531490325928,0.41772550344467163,0.2518606185913086,0.42913609743118286,0.2698172330856323,0.42417216300964355,0.26984402537345886,0.44862857460975647,0.3007798492908478,0.396282434463501,0.291999489068985,0.46775588393211365,0.3404259979724884,0.3745989203453064,0.3304330110549927,0.474743515253067,0.35562431812286377,0.3709750771522522,0.3794782757759094,0.47822847962379456,0.3619878888130188,0.3642149269580841,0.3963043689727783,0.4758065342903137,0.35943374037742615,0.3683049976825714,0.3954988121986389,0.47224903106689453,0.354518860578537,0.3711605370044708,0.3917093873023987,0.4373437762260437,0.40024206042289734,0.40356341004371643,0.4025382697582245,0.4666653275489807,0.46222513914108276,0.38442227244377136,0.47841623425483704,0.4894598424434662,0.5123265385627747,0.3702617883682251,0.512290894985199,0.4870675206184387,0.5237647294998169,0.3737494945526123,0.5168302059173584,0.5020673871040344,0.5340574383735657,0.3689682185649872,0.533132791519165,0.4214545488357544,0.34888991713523865,0.3048990780188173,0.028298641114540838,0.04956631613340957,179.14716386263603,154.79485264606745,148.21017265832845
10,0.4289420545101166,0.2641645073890686,0.43009448051452637,0.2545382082462311,0.4312824308872223,0.2545081079006195,0.43241921067237854,0.2545109987258911,0.4258444309234619,0.2539604902267456,0.4240330159664154,0.2532668709754944,0.4221132695674896,0.2526205778121948,0.4320169985294342,0.255386620759964,0.4173249304294586,0.2539191246032715,0.4299282431602478,0.27229925990104675,0.4248508810997009,0.27174270153045654,0.4474996030330658,0.30075615644454956,0.39571064710617065,0.2936221957206726,0.4677332937717438,0.3336259722709656,0.37421420216560364,0.33728691935539246,0.4787612855434418,0.356562077999115,0.3686985373497009,0.3725774586200714,0.481809139251709,0.3655557930469513,0.35730671882629395,0.3840051293373108,0.4801444411277771,0.36318689584732056,0.360137403011322,0.38222596049308777,0.47730904817581177,0.35867613554000854,0.3633512854576111,0.37978842854499817,0.4359099864959717,0.40460336208343506,0.4033950865268707,0.4053538143634796,0.46288833022117615,0.46317559480667114,0.3862243890762329,0.4673423767089844,0.47523513436317444,0.5075944066047668,0.3750964403152466,0.5114414095878601,0.4730308949947357,0.5164363384246826,0.38309815526008606,0.5164299011230469,0.48773303627967834,0.5303022265434265,0.373279333114624,0.5341455936431885,0.4206288307905197,0.3510838821530342,0.17422489400618565,0.09891925127531771,0.05620469333338882,170.80320842164141,162.67172333071662,148.90121796071904
